geoname,Total,American Indian or Alaska Native Alone,Asian Alone,Black or African American Alone,Native Hawaiian or Other Pacific Islander Alone,White Alone,Hispanic or Latino,American Indian or Alaska Native Alone %,Asian Alone %,Black or African American Alone %,Native Hawaiian or Other Pacific Islander Alone %,White Alone %,Hispanic or Latino %
"State Senate District 33 (2024), Idaho",37533,332,179,221,18,31596,4166,0.88,0.48,0.59,0.05,84.18,11.1
"State Senate District 33 (2024), Illinois",159944,117,9368,3890,45,123801,19687,0.07,5.86,2.43,0.03,77.4,12.31
"State Senate District 33 (2024), Indiana",90110,31,1598,33796,19,44579,6740,0.03,1.77,37.51,0.02,49.47,7.48
"State Senate District 33 (2024), Iowa",48216,30,200,733,35,46179,789,0.06,0.41,1.52,0.07,95.78,1.64
"State Senate District 33 (2024), Kansas",54693,205,77,1038,3,47551,4323,0.37,0.14,1.9,0.01,86.94,7.9
"State Senate District 33 (2024), Kentucky",84970,197,323,44114,14,34145,2434,0.23,0.38,51.92,0.02,40.18,2.86
"State Senate District 33 (2024), Louisiana",89000,139,229,21018,14,64510,1782,0.16,0.26,23.62,0.02,72.48,2.0
"State Senate District 33 (2024), Maine",31302,17,490,202,16,29477,460,0.05,1.57,0.65,0.05,94.17,1.47
"State Senate District 33 (2024), Maryland",98707,40,3610,12294,38,73182,6282,0.04,3.66,12.46,0.04,74.14,6.36
"State Senate District 33 (2024), Michigan",208697,687,747,5223,65,188691,7909,0.33,0.36,2.5,0.03,90.41,3.79
"State Senate District 33 (2024), Minnesota",64533,234,1322,1644,12,58827,1608,0.36,2.05,2.55,0.02,91.16,2.49
"State Senate District 33 (2024), Mississippi",42069,225,196,11347,13,28315,676,0.53,0.47,26.97,0.03,67.31,1.61
"State Senate District 33 (2024), Missouri",142258,371,441,1636,1,131803,4321,0.26,0.31,1.15,0.0,92.65,3.04
"State Senate District 33 (2024), Montana",19551,99,167,194,0,17641,724,0.51,0.85,0.99,0.0,90.23,3.7
"State Senate District 33 (2024), Nebraska",29415,67,234,178,4,26967,1645,0.23,0.8,0.61,0.01,91.68,5.59
"State Senate District 33 (2024), New Jersey",131830,60,10516,5700,16,32152,81843,0.05,7.98,4.32,0.01,24.39,62.08
"State Senate District 33 (2024), New Mexico",39765,3220,189,1206,13,23262,11171,8.1,0.48,3.03,0.03,58.5,28.09
"State Senate District 33 (2024), New York",175778,222,9602,35203,180,37905,90179,0.13,5.46,20.03,0.1,21.56,51.3
"State Senate District 33 (2024), North Carolina",159450,113,1684,23568,202,124429,6693,0.07,1.06,14.78,0.13,78.04,4.2
"State Senate District 33 (2024), North Dakota",13203,175,16,15,0,12391,446,1.33,0.12,0.11,0.0,93.85,3.38
"State Senate District 33 (2024), Ohio",279456,164,1233,24614,69,236537,11054,0.06,0.44,8.81,0.02,84.64,3.96
"State Senate District 33 (2024), Oklahoma",58822,2310,2111,4105,19,41519,4644,3.93,3.59,6.98,0.03,70.58,7.9
"State Senate District 33 (2024), Pennsylvania",203386,50,1233,4718,6,184531,9602,0.02,0.61,2.32,0.0,90.73,4.72
"State Senate District 33 (2024), Rhode Island",22505,0,116,157,0,20885,915,0.0,0.52,0.7,0.0,92.8,4.07
"State Senate District 33 (2024), South Carolina",96760,118,1117,13219,19,75483,4204,0.12,1.15,13.66,0.02,78.01,4.34
"State Senate District 33 (2024), South Dakota",20562,291,85,81,3,18804,423,1.42,0.41,0.39,0.01,91.45,2.06
"State Senate District 33 (2024), Tennessee",134917,80,1773,101886,79,23778,5533,0.06,1.31,75.52,0.06,17.62,4.1
"State Senate District 33 (2024), Virginia",143122,112,15993,30546,111,67288,23158,0.08,11.17,21.34,0.08,47.01,16.18
"State Senate District 33 (2024), Wisconsin",142500,196,1619,841,18,133974,3807,0.14,1.14,0.59,0.01,94.02,2.67
"State Senate District 34 (2024), Alabama",106036,782,1368,25822,40,73021,2530,0.74,1.29,24.35,0.04,68.86,2.39
"State Senate District 34 (2024), Arkansas",65592,327,1623,1374,7,55967,4404,0.5,2.47,2.09,0.01,85.33,6.71
"State Senate District 34 (2024), California",555988,903,110123,11607,1366,121581,300683,0.16,19.81,2.09,0.25,21.87,54.08
"State Senate District 34 (2024), Colorado",127914,519,3114,4624,702,80669,33846,0.41,2.43,3.61,0.55,63.07,26.46
"State Senate District 34 (2024), Connecticut",74356,7,2619,2419,9,61931,6491,0.01,3.52,3.25,0.01,83.29,8.73
"State Senate District 34 (2024), Florida",332113,381,4533,169405,25,41798,111589,0.11,1.36,51.01,0.01,12.59,33.6
"State Senate District 34 (2024), Georgia",125650,184,5053,89971,96,16388,10675,0.15,4.02,71.6,0.08,13.04,8.5
"State Senate District 34 (2024), Idaho",41302,126,313,318,157,36257,3246,0.31,0.76,0.77,0.38,87.79,7.86
"State Senate District 34 (2024), Illinois",152833,249,3224,21053,49,101251,21929,0.16,2.11,13.78,0.03,66.25,14.35
"State Senate District 34 (2024), Indiana",92505,104,1054,51834,2,28834,6829,0.11,1.14,56.03,0.0,31.17,7.38
"State Senate District 34 (2024), Iowa",48156,104,158,165,11,46370,707,0.22,0.33,0.34,0.02,96.29,1.47
"State Senate District 34 (2024), Kansas",55811,283,214,1481,46,48543,4045,0.51,0.38,2.65,0.08,86.98,7.25
"State Senate District 34 (2024), Kentucky",100289,46,1310,6483,48,87483,2522,0.05,1.31,6.46,0.05,87.23,2.51
"State Senate District 34 (2024), Louisiana",81831,160,341,52128,27,26733,1330,0.2,0.42,63.7,0.03,32.67,1.63
"State Senate District 34 (2024), Maine",32476,29,391,328,0,31167,289,0.09,1.2,1.01,0.0,95.97,0.89
"State Senate District 34 (2024), Maryland",102460,70,2894,24295,50,66620,5551,0.07,2.82,23.71,0.05,65.02,5.42
"State Senate District 34 (2024), Michigan",216436,1877,1082,5291,21,197182,6590,0.87,0.5,2.44,0.01,91.1,3.04
"State Senate District 34 (2024), Minnesota",58540,102,4869,6331,0,43845,2231,0.17,8.32,10.81,0.0,74.9,3.81
"State Senate District 34 (2024), Mississippi",40102,46,59,21886,0,16439,893,0.11,0.15,54.58,0.0,40.99,2.23
"State Senate District 34 (2024), Missouri",141491,266,2289,8644,309,117709,7958,0.19,1.62,6.11,0.22,83.19,5.62
"State Senate District 34 (2024), Montana",17230,75,87,33,0,16141,460,0.44,0.5,0.19,0.0,93.68,2.67
"State Senate District 34 (2024), Nebraska",27446,10,302,124,0,25164,1467,0.04,1.1,0.45,0.0,91.69,5.35
"State Senate District 34 (2024), New Jersey",157650,95,9642,61867,79,49855,33121,0.06,6.12,39.24,0.05,31.62,21.01
"State Senate District 34 (2024), New Mexico",38681,540,576,1375,58,22739,12573,1.4,1.49,3.55,0.15,58.79,32.5
"State Senate District 34 (2024), New York",198873,545,17136,42496,29,47555,88159,0.27,8.62,21.37,0.01,23.91,44.33
"State Senate District 34 (2024), North Carolina",155623,65,5419,30806,63,103556,11078,0.04,3.48,19.8,0.04,66.54,7.12
"State Senate District 34 (2024), North Dakota",14098,514,7,192,33,12684,410,3.65,0.05,1.36,0.23,89.97,2.91
"State Senate District 34 (2024), Oklahoma",54409,2895,1674,4753,19,34474,6585,5.32,3.08,8.74,0.03,63.36,12.1
"State Senate District 34 (2024), Pennsylvania",208677,64,6266,5139,10,186790,6323,0.03,3.0,2.46,0.0,89.51,3.03
"State Senate District 34 (2024), Rhode Island",23981,116,43,140,0,22446,684,0.48,0.18,0.58,0.0,93.6,2.85
"State Senate District 34 (2024), South Carolina",107255,131,928,4677,56,94851,4476,0.12,0.87,4.36,0.05,88.44,4.17
"State Senate District 34 (2024), South Dakota",20246,702,181,170,4,17356,879,3.47,0.89,0.84,0.02,85.73,4.34
"State Senate District 34 (2024), Virginia",147381,105,17264,29344,163,74028,21443,0.07,11.71,19.91,0.11,50.23,14.55
"State Senate District 35 (2024), Alabama",100780,203,3008,19210,50,73406,2721,0.2,2.98,19.06,0.05,72.84,2.7
"State Senate District 35 (2024), Arkansas",62482,797,1304,627,210,52938,4051,1.28,2.09,1.0,0.34,84.73,6.48
"State Senate District 35 (2024), California",551841,979,51648,150047,2675,61875,272473,0.18,9.36,27.19,0.48,11.21,49.38
"State Senate District 35 (2024), Colorado",132012,761,1346,3394,132,99250,23550,0.58,1.02,2.57,0.1,75.18,17.84
"State Senate District 35 (2024), Connecticut",77062,122,1659,1307,3,67961,4515,0.16,2.15,1.7,0.0,88.19,5.86
"State Senate District 35 (2024), Florida",367451,679,18631,75286,78,112159,153406,0.18,5.07,20.49,0.02,30.52,41.75
"State Senate District 35 (2024), Georgia",141212,61,3939,77497,97,46869,8676,0.04,2.79,54.88,0.07,33.19,6.14
"State Senate District 35 (2024), Idaho",37414,99,58,60,1,34549,2038,0.26,0.16,0.16,0.0,92.34,5.45
"State Senate District 35 (2024), Illinois",157126,43,5387,2938,2,130639,15732,0.03,3.43,1.87,0.0,83.14,10.01
"State Senate District 35 (2024), Indiana",90991,29,1273,13615,18,67698,5772,0.03,1.4,14.96,0.02,74.4,6.34
"State Senate District 35 (2024), Iowa",47951,25,223,1066,14,44791,1126,0.05,0.47,2.22,0.03,93.41,2.35
"State Senate District 35 (2024), Kansas",52953,138,2958,1525,3,44859,2554,0.26,5.59,2.88,0.01,84.71,4.82
"State Senate District 35 (2024), Kentucky",76281,118,1079,19553,15,46689,5568,0.15,1.41,25.63,0.02,61.21,7.3
"State Senate District 35 (2024), Louisiana",86765,335,914,13347,16,67787,2513,0.39,1.05,15.38,0.02,78.13,2.9
"State Senate District 35 (2024), Maine",32408,67,181,341,24,30621,655,0.21,0.56,1.05,0.07,94.49,2.02
"State Senate District 35 (2024), Maryland",101467,53,1678,4666,67,90111,2888,0.05,1.65,4.6,0.07,88.81,2.85
"State Senate District 35 (2024), Michigan",209246,212,2198,24279,64,164198,13758,0.1,1.05,11.6,0.03,78.47,6.58
"State Senate District 35 (2024), Minnesota",64516,385,3620,4024,8,51973,2307,0.6,5.61,6.24,0.01,80.56,3.58
"State Senate District 35 (2024), Mississippi",44492,102,117,18332,0,24950,631,0.23,0.26,41.2,0.0,56.08,1.42
"State Senate District 35 (2024), Montana",18770,124,59,48,1,17543,499,0.66,0.31,0.26,0.01,93.46,2.66
"State Senate District 35 (2024), Nebraska",22124,45,291,864,1,15293,5453,0.2,1.32,3.91,0.0,69.12,24.65
"State Senate District 35 (2024), New Jersey",133527,45,6446,29522,35,33759,62514,0.03,4.83,22.11,0.03,25.28,46.82
"State Senate District 35 (2024), New Mexico",38886,337,312,671,0,21090,15458,0.87,0.8,1.73,0.0,54.24,39.75
"State Senate District 35 (2024), New York",217647,353,15718,28307,89,106591,62987,0.16,7.22,13.01,0.04,48.97,28.94
"State Senate District 35 (2024), North Carolina",159894,120,5945,16822,50,121735,11370,0.08,3.72,10.52,0.03,76.13,7.11
"State Senate District 35 (2024), North Dakota",14185,381,16,402,148,12723,391,2.69,0.11,2.83,1.04,89.69,2.76
"State Senate District 35 (2024), Oklahoma",65543,2551,1302,3862,51,49200,4404,3.89,1.99,5.89,0.08,75.07,6.72
"State Senate District 35 (2024), Pennsylvania",205054,168,2180,4860,33,190166,4082,0.08,1.06,2.37,0.02,92.74,1.99
"State Senate District 35 (2024), Rhode Island",22937,40,1029,211,0,20846,534,0.17,4.49,0.92,0.0,90.88,2.33
"State Senate District 35 (2024), South Carolina",91274,161,1433,33844,86,46984,5834,0.18,1.57,37.08,0.09,51.48,6.39
"State Senate District 35 (2024), South Dakota",20244,1204,256,268,9,16891,834,5.95,1.26,1.32,0.04,83.44,4.12
"State Senate District 35 (2024), Virginia",143534,171,29081,14879,29,75137,19162,0.12,20.26,10.37,0.02,52.35,13.35
"State Senate District 36 (2024), California",702799,1484,189413,12563,3162,345497,130236,0.21,26.95,1.79,0.45,49.16,18.53
"State Senate District 36 (2024), Connecticut",71297,24,4089,2703,55,57123,6105,0.03,5.74,3.79,0.08,80.12,8.56
"State Senate District 36 (2024), Florida",315773,398,5667,15754,78,54576,236094,0.13,1.79,4.99,0.02,17.28,74.77
"State Senate District 36 (2024), Georgia",156238,274,6786,73551,10,62476,8331,0.18,4.34,47.08,0.01,39.99,5.33
"State Senate District 36 (2024), Illinois",160852,127,1663,13385,98,127696,13891,0.08,1.03,8.32,0.06,79.39,8.64
"State Senate District 36 (2024), Indiana",93357,103,5895,6464,123,73663,4417,0.11,6.31,6.92,0.13,78.9,4.73
"State Senate District 36 (2024), Iowa",49401,21,398,1691,68,45262,873,0.04,0.81,3.42,0.14,91.62,1.77
"State Senate District 36 (2024), Kansas",54487,224,145,439,34,51244,1361,0.41,0.27,0.81,0.06,94.05,2.5
"State Senate District 36 (2024), Kentucky",86828,77,2555,6383,1,72397,2861,0.09,2.94,7.35,0.0,83.38,3.3
"State Senate District 36 (2024), Louisiana",92046,181,904,23261,45,62368,3186,0.2,0.98,25.27,0.05,67.76,3.46
"State Senate District 36 (2024), Maryland",106069,64,879,8374,44,90510,3960,0.06,0.83,7.89,0.04,85.33,3.73
"State Senate District 36 (2024), Michigan",221701,518,860,1380,2,210657,3970,0.23,0.39,0.62,0.0,95.02,1.79
"State Senate District 36 (2024), Minnesota",64268,186,3134,1430,0,56022,1920,0.29,4.88,2.23,0.0,87.17,2.99
"State Senate District 36 (2024), Mississippi",43523,15,255,8055,5,33858,579,0.03,0.59,18.51,0.01,77.79,1.33
"State Senate District 36 (2024), Montana",19126,339,66,34,6,17784,484,1.77,0.35,0.18,0.03,92.98,2.53
"State Senate District 36 (2024), Nebraska",29429,24,332,687,55,26373,1281,0.08,1.13,2.33,0.19,89.62,4.35
"State Senate District 36 (2024), New Jersey",145694,51,16013,7894,9,70851,48836,0.04,10.99,5.42,0.01,48.63,33.52
"State Senate District 36 (2024), New Mexico",34691,467,130,303,18,11566,21515,1.35,0.37,0.87,0.05,33.34,62.02
"State Senate District 36 (2024), New York",208938,554,6532,121623,82,22295,53042,0.27,3.13,58.21,0.04,10.67,25.39
"State Senate District 36 (2024), North Carolina",162138,218,722,6071,18,145253,7239,0.13,0.45,3.74,0.01,89.59,4.46
"State Senate District 36 (2024), North Dakota",10846,56,84,81,6,9790,661,0.52,0.77,0.75,0.06,90.26,6.09
"State Senate District 36 (2024), Oklahoma",55852,2795,2276,4112,38,37439,5570,5.0,4.08,7.36,0.07,67.03,9.97
"State Senate District 36 (2024), Pennsylvania",208584,116,4850,4095,5,183326,12844,0.06,2.33,1.96,0.0,87.89,6.16
"State Senate District 36 (2024), Rhode Island",25018,15,149,142,0,23455,796,0.06,0.6,0.57,0.0,93.75,3.18
"State Senate District 36 (2024), South Carolina",81433,108,764,37674,121,39644,1617,0.13,0.94,46.26,0.15,48.68,1.99
"State Senate District 36 (2024), Virginia",143776,271,38197,10112,80,75864,14973,0.19,26.57,7.03,0.06,52.77,10.41
"State Senate District 37 (2024), California",700029,983,157114,15160,2317,361034,137353,0.14,22.44,2.17,0.33,51.57,19.62
"State Senate District 37 (2024), Florida",365663,482,7084,51969,543,195685,103291,0.13,1.94,14.21,0.15,53.52,28.25
"State Senate District 37 (2024), Georgia",142188,96,5058,29031,61,95108,9056,0.07,3.56,20.42,0.04,66.89,6.37
"State Senate District 37 (2024), Illinois",163251,58,2041,3502,4,143871,11447,0.04,1.25,2.15,0.0,88.13,7.01
"State Senate District 37 (2024), Indiana",106465,9,1095,1708,1,100348,1387,0.01,1.03,1.6,0.0,94.25,1.3
"State Senate District 37 (2024), Iowa",47258,30,1099,1260,17,42794,957,0.06,2.33,2.67,0.04,90.55,2.03
"State Senate District 37 (2024), Kansas",49794,124,700,2576,9,41731,3307,0.25,1.41,5.17,0.02,83.81,6.64
"State Senate District 37 (2024), Kentucky",79601,90,1797,15870,14,53936,3509,0.11,2.26,19.94,0.02,67.76,4.41
"State Senate District 37 (2024), Louisiana",86451,59,758,21073,8,60222,2976,0.07,0.88,24.38,0.01,69.66,3.44
"State Senate District 37 (2024), Maryland",99934,49,1311,22030,25,71023,3128,0.05,1.31,22.04,0.03,71.07,3.13
"State Senate District 37 (2024), Michigan",213567,5173,1013,1217,26,195342,4144,2.42,0.47,0.57,0.01,91.47,1.94
"State Senate District 37 (2024), Minnesota",63878,41,3090,3106,8,55777,1088,0.06,4.84,4.86,0.01,87.32,1.7
"State Senate District 37 (2024), Mississippi",43441,16,94,26420,0,15674,759,0.04,0.22,60.82,0.0,36.08,1.75
"State Senate District 37 (2024), Montana",16279,248,68,2,3,14637,866,1.52,0.42,0.01,0.02,89.91,5.32
"State Senate District 37 (2024), Nebraska",30742,47,328,243,25,27289,2454,0.15,1.07,0.79,0.08,88.77,7.98
"State Senate District 37 (2024), New Jersey",153338,56,32339,21457,67,60516,36677,0.04,21.09,13.99,0.04,39.47,23.92
"State Senate District 37 (2024), New Mexico",39306,124,994,643,6,17860,18568,0.32,2.53,1.64,0.02,45.44,47.24
"State Senate District 37 (2024), New York",217554,85,12881,17268,14,146544,37065,0.04,5.92,7.94,0.01,67.36,17.04
"State Senate District 37 (2024), North Carolina",171877,148,3589,18234,14,138277,8387,0.09,2.09,10.61,0.01,80.45,4.88
"State Senate District 37 (2024), North Dakota",11202,130,27,266,159,10003,399,1.16,0.24,2.37,1.42,89.3,3.56
"State Senate District 37 (2024), Oklahoma",58030,2964,1967,3948,58,39825,4025,5.11,3.39,6.8,0.1,68.63,6.94
"State Senate District 37 (2024), Pennsylvania",188328,89,6574,4981,12,170901,3127,0.05,3.49,2.64,0.01,90.75,1.66
"State Senate District 37 (2024), Rhode Island",23189,158,407,717,14,20330,1147,0.68,1.76,3.09,0.06,87.67,4.95
"State Senate District 37 (2024), South Carolina",82213,234,1485,16649,39,58480,3731,0.28,1.81,20.25,0.05,71.13,4.54
"State Senate District 37 (2024), Virginia",142605,117,27161,8437,26,85560,16779,0.08,19.05,5.92,0.02,60.0,11.77
"State Senate District 38 (2024), California",696690,1091,63726,17110,2348,446903,139105,0.16,9.15,2.46,0.34,64.15,19.97
"State Senate District 38 (2024), Florida",354995,143,7144,43876,90,74554,223578,0.04,2.01,12.36,0.03,21.0,62.98
"State Senate District 38 (2024), Georgia",145148,58,2842,88163,0,44579,6684,0.04,1.96,60.74,0.0,30.71,4.6
"State Senate District 38 (2024), Illinois",165276,239,2675,9305,1,129969,19170,0.14,1.62,5.63,0.0,78.64,11.6
"State Senate District 38 (2024), Indiana",107272,131,1368,5246,57,95590,2331,0.12,1.28,4.89,0.05,89.11,2.17
"State Senate District 38 (2024), Iowa",49942,16,677,758,0,46760,949,0.03,1.36,1.52,0.0,93.63,1.9
"State Senate District 38 (2024), Kansas",41333,80,672,1175,0,23550,14989,0.19,1.63,2.84,0.0,56.98,36.26
"State Senate District 38 (2024), Kentucky",88756,19,1160,3800,1,79484,2417,0.02,1.31,4.28,0.0,89.55,2.72
"State Senate District 38 (2024), Louisiana",91380,412,908,30262,142,54696,2814,0.45,0.99,33.12,0.16,59.86,3.08
"State Senate District 38 (2024), Maryland",110188,91,1912,21393,50,80314,3773,0.08,1.74,19.41,0.05,72.89,3.42
"State Senate District 38 (2024), Michigan",219088,4688,1034,5135,94,198381,3419,2.14,0.47,2.34,0.04,90.55,1.56
"State Senate District 38 (2024), Minnesota",52809,223,9988,14252,2,22917,3265,0.42,18.91,26.99,0.0,43.4,6.18
"State Senate District 38 (2024), Mississippi",43135,109,52,27497,2,14358,408,0.25,0.12,63.75,0.0,33.29,0.95
"State Senate District 38 (2024), Montana",19636,531,178,44,5,17916,451,2.7,0.91,0.22,0.03,91.24,2.3
"State Senate District 38 (2024), Nebraska",31229,105,38,234,22,29074,1324,0.34,0.12,0.75,0.07,93.1,4.24
"State Senate District 38 (2024), New Jersey",159702,199,23816,7719,61,93873,31919,0.12,14.91,4.83,0.04,58.78,19.99
"State Senate District 38 (2024), New Mexico",35409,455,162,450,106,11805,22057,1.28,0.46,1.27,0.3,33.34,62.29
"State Senate District 38 (2024), New York",201387,132,13591,23330,31,132594,28786,0.07,6.75,11.58,0.02,65.84,14.29
"State Senate District 38 (2024), North Carolina",156846,198,5288,62424,68,75292,10285,0.13,3.37,39.8,0.04,48.0,6.56
"State Senate District 38 (2024), North Dakota",11897,158,141,446,13,10056,794,1.33,1.19,3.75,0.11,84.53,6.67
"State Senate District 38 (2024), Oklahoma",59903,1088,426,3169,23,44161,8483,1.82,0.71,5.29,0.04,73.72,14.16
"State Senate District 38 (2024), Pennsylvania",193796,15,3521,11837,51,171861,3590,0.01,1.82,6.11,0.03,88.68,1.85
"State Senate District 38 (2024), Rhode Island",24290,3,507,153,0,22747,380,0.01,2.09,0.63,0.0,93.65,1.56
"State Senate District 38 (2024), South Carolina",81119,111,1435,16635,23,56413,4056,0.14,1.77,20.51,0.03,69.54,5.0
"State Senate District 38 (2024), Virginia",143205,57,23349,9303,41,92778,12653,0.04,16.3,6.5,0.03,64.79,8.84
"State Senate District 39 (2024), California",767330,1613,80783,60877,4318,391756,196659,0.21,10.53,7.93,0.56,51.05,25.63
"State Senate District 39 (2024), Florida",303365,167,2615,13153,104,17001,269136,0.06,0.86,4.34,0.03,5.6,88.72
"State Senate District 39 (2024), Georgia",147653,76,5969,82695,126,46592,7335,0.05,4.04,56.01,0.09,31.56,4.97
"State Senate District 39 (2024), Illinois",140370,111,5441,26470,17,65367,40640,0.08,3.88,18.86,0.01,46.57,28.95
"State Senate District 39 (2024), Indiana",101762,64,313,1493,3,96021,1757,0.06,0.31,1.47,0.0,94.36,1.73
"State Senate District 39 (2024), Iowa",48212,42,523,3794,12,40272,1876,0.09,1.08,7.87,0.02,83.53,3.89
"State Senate District 39 (2024), Kansas",42399,206,799,736,27,26443,13478,0.49,1.88,1.74,0.06,62.37,31.79
"State Senate District 39 (2024), Louisiana",90120,135,808,54705,41,29828,3070,0.15,0.9,60.7,0.05,33.1,3.41
"State Senate District 39 (2024), Maryland",82349,227,14535,20329,133,27314,17426,0.28,17.65,24.69,0.16,33.17,21.16
"State Senate District 39 (2024), Minnesota",60137,298,3282,8832,7,41983,3780,0.5,5.46,14.69,0.01,69.81,6.29
"State Senate District 39 (2024), Mississippi",45350,85,129,11812,1,32499,432,0.19,0.28,26.05,0.0,71.66,0.95
"State Senate District 39 (2024), Montana",18240,220,26,74,0,17271,388,1.21,0.14,0.41,0.0,94.69,2.13
