geoname,Total,American Indian or Alaska Native Alone,Asian Alone,Black or African American Alone,Native Hawaiian or Other Pacific Islander Alone,White Alone,Hispanic or Latino,American Indian or Alaska Native Alone %,Asian Alone %,Black or African American Alone %,Native Hawaiian or Other Pacific Islander Alone %,White Alone %,Hispanic or Latino %
"State House District 40 (2024), Ohio",88245,26,439,1200,1,83963,922,0.03,0.5,1.36,0.0,95.15,1.04
"State House District 40 (2024), Oklahoma",26315,282,96,766,365,20053,3278,1.07,0.36,2.91,1.39,76.2,12.46
"State House District 40 (2024), Oregon",54811,170,1201,466,20,47330,3513,0.31,2.19,0.85,0.04,86.35,6.41
"State House District 40 (2024), Pennsylvania",50269,56,940,496,2,47704,683,0.11,1.87,0.99,0.0,94.9,1.36
"State House District 40 (2024), Puerto Rico",66661,0,209,113,0,700,65625,0.0,0.31,0.17,0.0,1.05,98.45
"State House District 40 (2024), Rhode Island",11369,0,51,108,16,10923,65,0.0,0.45,0.95,0.14,96.08,0.57
"State House District 40 (2024), South Carolina",30786,36,158,8322,0,20733,1187,0.12,0.51,27.03,0.0,67.35,3.86
"State House District 40 (2024), Tennessee",54687,79,114,800,41,51343,1298,0.14,0.21,1.46,0.07,93.89,2.37
"State House District 40 (2024), Texas",103871,102,980,808,85,7366,94220,0.1,0.94,0.78,0.08,7.09,90.71
"State House District 40 (2024), Utah",30805,216,1038,586,485,23938,3429,0.7,3.37,1.9,1.57,77.71,11.13
"State House District 40 (2024), Virginia",67126,81,1860,4807,7,57079,2035,0.12,2.77,7.16,0.01,85.03,3.03
"State House District 40 (2024), Wyoming",8117,59,47,0,1,7561,284,0.73,0.58,0.0,0.01,93.15,3.5
"State House District 40A (2024), Minnesota",30611,53,2059,1449,0,25433,1015,0.17,6.73,4.73,0.0,83.08,3.32
"State House District 40B (2024), Minnesota",31587,105,2449,1928,12,25241,1160,0.33,7.75,6.1,0.04,79.91,3.67
"State House District 41 (2024), Alabama",38675,65,97,6797,2,29995,1100,0.17,0.25,17.57,0.01,77.56,2.84
"State House District 41 (2024), Arkansas",25466,163,50,82,12,24128,512,0.64,0.2,0.32,0.05,94.75,2.01
"State House District 41 (2024), Colorado",61072,227,3405,10297,85,34057,10758,0.37,5.58,16.86,0.14,55.77,17.62
"State House District 41 (2024), Connecticut",19819,44,695,651,0,16517,1260,0.22,3.51,3.28,0.0,83.34,6.36
"State House District 41 (2024), Florida",98524,291,5161,42900,7,22462,25298,0.3,5.24,43.54,0.01,22.8,25.68
"State House District 41 (2024), Georgia",37098,14,891,16545,0,12173,6628,0.04,2.4,44.6,0.0,32.81,17.87
"State House District 41 (2024), Hawaii",23844,16,9356,1009,1389,5104,2622,0.07,39.24,4.23,5.83,21.41,11.0
"State House District 41 (2024), Illinois",75607,65,9866,3956,13,53892,6033,0.09,13.05,5.23,0.02,71.28,7.98
"State House District 41 (2024), Indiana",47963,23,311,417,3,43581,2940,0.05,0.65,0.87,0.01,90.86,6.13
"State House District 41 (2024), Iowa",25797,4,645,335,1,24143,587,0.02,2.5,1.3,0.0,93.59,2.28
"State House District 41 (2024), Kansas",17605,135,293,2433,19,12578,1291,0.77,1.66,13.82,0.11,71.45,7.33
"State House District 41 (2024), Kentucky",38394,46,369,2240,10,33611,897,0.12,0.96,5.83,0.03,87.54,2.34
"State House District 41 (2024), Louisiana",32879,23,24,6041,6,25230,837,0.07,0.07,18.37,0.02,76.74,2.55
"State House District 41 (2024), Maine",7021,0,1,7,2,6685,194,0.0,0.01,0.1,0.03,95.21,2.76
"State House District 41 (2024), Michigan",68604,133,1211,13778,0,47196,3832,0.19,1.77,20.08,0.0,68.79,5.59
"State House District 41 (2024), Mississippi",17864,19,55,12154,4,5185,289,0.11,0.31,68.04,0.02,29.02,1.62
"State House District 41 (2024), Missouri",29571,38,70,621,56,27519,679,0.13,0.24,2.1,0.19,93.06,2.3
"State House District 41 (2024), Montana",6787,3804,25,36,0,2380,365,56.05,0.37,0.53,0.0,35.07,5.38
"State House District 41 (2024), New Mexico",20989,1506,56,87,14,6426,12591,7.18,0.27,0.41,0.07,30.62,59.99
"State House District 41 (2024), North Carolina",61358,27,11897,8162,5,35590,3723,0.04,19.39,13.3,0.01,58.0,6.07
"State House District 41 (2024), North Dakota",12682,60,187,381,0,11458,440,0.47,1.47,3.0,0.0,90.35,3.47
"State House District 41 (2024), Ohio",87980,67,861,17961,93,62054,4745,0.08,0.98,20.41,0.11,70.53,5.39
"State House District 41 (2024), Oklahoma",30627,578,1135,2068,2,22845,2144,1.89,3.71,6.75,0.01,74.59,7.0
"State House District 41 (2024), Oregon",56567,242,1587,912,73,47556,4089,0.43,2.81,1.61,0.13,84.07,7.23
"State House District 41 (2024), Pennsylvania",50326,20,1618,1380,3,41016,5427,0.04,3.22,2.74,0.01,81.5,10.78
"State House District 41 (2024), Rhode Island",12217,11,288,20,1,11089,532,0.09,2.36,0.16,0.01,90.77,4.35
"State House District 41 (2024), South Carolina",33022,1,64,17731,0,13832,689,0.0,0.19,53.69,0.0,41.89,2.09
"State House District 41 (2024), Tennessee",55214,55,91,1164,17,52332,762,0.1,0.16,2.11,0.03,94.78,1.38
"State House District 41 (2024), Texas",113078,186,3197,880,54,16174,92039,0.16,2.83,0.78,0.05,14.3,81.39
"State House District 41 (2024), Utah",32089,62,1009,227,0,28259,1929,0.19,3.14,0.71,0.0,88.06,6.01
"State House District 41 (2024), Virginia",69657,88,2835,2368,119,60065,2581,0.13,4.07,3.4,0.17,86.23,3.71
"State House District 41 (2024), Wyoming",7622,15,29,98,24,6272,1032,0.2,0.38,1.29,0.31,82.29,13.54
"State House District 41A (2024), Minnesota",33194,46,1510,654,19,29381,841,0.14,4.55,1.97,0.06,88.51,2.53
"State House District 41B (2024), Minnesota",32579,157,1045,1347,26,28050,1553,0.48,3.21,4.13,0.08,86.1,4.77
"State House District 42 (2024), Alabama",38728,19,186,3585,0,33456,931,0.05,0.48,9.26,0.0,86.39,2.4
"State House District 42 (2024), Arkansas",22313,164,58,486,6,20584,574,0.73,0.26,2.18,0.03,92.25,2.57
"State House District 42 (2024), Colorado",51965,150,2210,11772,133,19897,15808,0.29,4.25,22.65,0.26,38.29,30.42
"State House District 42 (2024), Connecticut",15474,12,676,487,2,12920,777,0.08,4.37,3.15,0.01,83.49,5.02
"State House District 42 (2024), Florida",142680,69,5174,10371,35,96735,26649,0.05,3.63,7.27,0.02,67.8,18.68
"State House District 42 (2024), Georgia",40876,25,2015,12703,103,19997,4304,0.06,4.93,31.08,0.25,48.92,10.53
"State House District 42 (2024), Hawaii",19602,85,8275,68,2532,1480,1890,0.43,42.22,0.35,12.92,7.55,9.64
"State House District 42 (2024), Illinois",77306,35,6644,3717,28,59507,5998,0.05,8.59,4.81,0.04,76.98,7.76
"State House District 42 (2024), Indiana",52147,30,163,582,1,49823,529,0.06,0.31,1.12,0.0,95.54,1.01
"State House District 42 (2024), Iowa",23045,1,515,626,1,21063,601,0.0,2.23,2.72,0.0,91.4,2.61
"State House District 42 (2024), Kansas",17918,58,52,195,1,16297,876,0.32,0.29,1.09,0.01,90.95,4.89
"State House District 42 (2024), Kentucky",34220,81,174,14461,0,17268,871,0.24,0.51,42.26,0.0,50.46,2.55
"State House District 42 (2024), Louisiana",34218,29,99,5488,2,27101,796,0.08,0.29,16.04,0.01,79.2,2.33
"State House District 42 (2024), Maine",7306,2,12,4,0,7096,80,0.03,0.16,0.05,0.0,97.13,1.09
"State House District 42 (2024), Michigan",71480,34,683,2001,25,65117,2364,0.05,0.96,2.8,0.03,91.1,3.31
"State House District 42 (2024), Mississippi",17245,103,11,11071,1,5844,86,0.6,0.06,64.2,0.01,33.89,0.5
"State House District 42 (2024), Missouri",31087,42,151,328,17,28906,847,0.14,0.49,1.06,0.05,92.98,2.72
"State House District 42 (2024), Montana",7243,3266,1,118,0,3475,222,45.09,0.01,1.63,0.0,47.98,3.07
"State House District 42 (2024), New Mexico",25668,1339,210,101,6,11083,12462,5.22,0.82,0.39,0.02,43.18,48.55
"State House District 42 (2024), North Carolina",62867,324,1440,26580,198,22438,8764,0.52,2.29,42.28,0.31,35.69,13.94
"State House District 42 (2024), North Dakota",12427,150,344,217,14,10598,655,1.21,2.77,1.75,0.11,85.28,5.27
"State House District 42 (2024), Ohio",84653,49,430,25768,3,48186,7656,0.06,0.51,30.44,0.0,56.92,9.04
"State House District 42 (2024), Oklahoma",27866,1257,55,315,0,22277,1839,4.51,0.2,1.13,0.0,79.94,6.6
"State House District 42 (2024), Oregon",57930,60,2590,1207,102,45868,5133,0.1,4.47,2.08,0.18,79.18,8.86
"State House District 42 (2024), Pennsylvania",47682,14,1350,861,0,43610,961,0.03,2.83,1.81,0.0,91.46,2.02
"State House District 42 (2024), Rhode Island",11157,1,68,367,0,9866,832,0.01,0.61,3.29,0.0,88.43,7.46
"State House District 42 (2024), South Carolina",30941,85,133,8313,23,20783,398,0.27,0.43,26.87,0.07,67.17,1.29
"State House District 42 (2024), Tennessee",56863,40,717,1507,0,51532,2083,0.07,1.26,2.65,0.0,90.62,3.66
"State House District 42 (2024), Texas",100758,74,369,777,4,6425,92856,0.07,0.37,0.77,0.0,6.38,92.16
"State House District 42 (2024), Utah",30390,12,465,95,237,27717,1260,0.04,1.53,0.31,0.78,91.2,4.15
"State House District 42 (2024), Virginia",68968,48,910,4002,50,61848,1349,0.07,1.32,5.8,0.07,89.68,1.96
"State House District 42 (2024), Wyoming",6862,67,154,94,0,5675,640,0.98,2.24,1.37,0.0,82.7,9.33
"State House District 42A (2024), Minnesota",28068,75,2624,917,4,23024,633,0.27,9.35,3.27,0.01,82.03,2.26
"State House District 42B (2024), Minnesota",30028,142,1739,1410,1,24868,1075,0.47,5.79,4.7,0.0,82.82,3.58
"State House District 43 (2024), Alabama",38404,61,1281,3946,0,31038,1160,0.16,3.34,10.27,0.0,80.82,3.02
"State House District 43 (2024), Arkansas",23189,83,61,1946,1,20268,481,0.36,0.26,8.39,0.0,87.4,2.07
"State House District 43 (2024), Colorado",65490,68,3036,570,20,54471,5995,0.1,4.64,0.87,0.03,83.17,9.15
"State House District 43 (2024), Connecticut",19426,125,270,412,0,17103,976,0.64,1.39,2.12,0.0,88.04,5.02
"State House District 43 (2024), Florida",124123,73,5774,11661,34,35826,68542,0.06,4.65,9.39,0.03,28.86,55.22
"State House District 43 (2024), Georgia",39433,89,1647,11614,37,21412,3454,0.23,4.18,29.45,0.09,54.3,8.76
"State House District 43 (2024), Hawaii",21643,1,6508,1135,1987,4575,2775,0.0,30.07,5.24,9.18,21.14,12.82
"State House District 43 (2024), Illinois",59163,215,4902,4157,1,23235,25230,0.36,8.29,7.03,0.0,39.27,42.64
"State House District 43 (2024), Indiana",52045,40,667,3299,52,45023,1335,0.08,1.28,6.34,0.1,86.51,2.57
"State House District 43 (2024), Iowa",22138,12,923,1094,1,19364,493,0.05,4.17,4.94,0.0,87.47,2.23
"State House District 43 (2024), Kansas",17025,36,63,904,10,14093,1547,0.21,0.37,5.31,0.06,82.78,9.09
"State House District 43 (2024), Kentucky",35097,159,300,14496,12,17581,942,0.45,0.85,41.3,0.03,50.09,2.68
"State House District 43 (2024), Louisiana",31850,0,516,4432,0,24816,1319,0.0,1.62,13.92,0.0,77.92,4.14
"State House District 43 (2024), Maine",7129,5,19,2,4,6897,74,0.07,0.27,0.03,0.06,96.75,1.04
"State House District 43 (2024), Michigan",71514,75,584,474,24,66162,3000,0.1,0.82,0.66,0.03,92.52,4.19
"State House District 43 (2024), Mississippi",20143,24,340,3810,4,15210,373,0.12,1.69,18.91,0.02,75.51,1.85
"State House District 43 (2024), Missouri",29336,111,130,1338,10,26837,426,0.38,0.44,4.56,0.03,91.48,1.45
"State House District 43 (2024), Montana",7630,203,47,18,0,6656,303,2.66,0.62,0.24,0.0,87.23,3.97
"State House District 43 (2024), New Mexico",20477,136,462,45,17,12918,6343,0.66,2.26,0.22,0.08,63.09,30.98
"State House District 43 (2024), North Carolina",63803,974,842,18297,201,36654,4460,1.53,1.32,28.68,0.32,57.45,6.99
"State House District 43 (2024), North Dakota",12418,180,253,444,0,10890,384,1.45,2.04,3.58,0.0,87.7,3.09
"State House District 43 (2024), Ohio",84994,39,1051,13070,12,63229,5517,0.05,1.24,15.38,0.01,74.39,6.49
"State House District 43 (2024), Oklahoma",31469,874,1358,954,13,24144,2469,2.78,4.32,3.03,0.04,76.72,7.85
"State House District 43 (2024), Oregon",58183,220,1960,5390,180,43008,4572,0.38,3.37,9.26,0.31,73.92,7.86
"State House District 43 (2024), Pennsylvania",46982,37,951,713,7,42198,2450,0.08,2.02,1.52,0.01,89.82,5.21
"State House District 43 (2024), Rhode Island",11497,0,247,761,1,8868,1278,0.0,2.15,6.62,0.01,77.13,11.12
"State House District 43 (2024), South Carolina",29256,476,108,4995,13,22364,675,1.63,0.37,17.07,0.04,76.44,2.31
"State House District 43 (2024), Tennessee",53054,39,142,1102,46,48332,2233,0.07,0.27,2.08,0.09,91.1,4.21
"State House District 43 (2024), Texas",142333,239,1358,4910,175,49316,84414,0.17,0.95,3.45,0.12,34.65,59.31
"State House District 43 (2024), Utah",30901,483,981,194,62,25818,2358,1.56,3.17,0.63,0.2,83.55,7.63
"State House District 43 (2024), Virginia",69478,52,283,2077,65,65712,637,0.07,0.41,2.99,0.09,94.58,0.92
"State House District 43 (2024), Wyoming",7675,0,77,424,11,5644,1366,0.0,1.0,5.52,0.14,73.54,17.8
"State House District 43A (2024), Minnesota",29957,104,990,4387,0,21616,2038,0.35,3.3,14.64,0.0,72.16,6.8
"State House District 43B (2024), Minnesota",31567,51,915,2969,11,25331,1434,0.16,2.9,9.41,0.03,80.25,4.54
"State House District 44 (2024), Alabama",36172,160,724,8314,37,25464,834,0.44,2.0,22.98,0.1,70.4,2.31
"State House District 44 (2024), Arkansas",21359,81,113,157,0,19929,515,0.38,0.53,0.74,0.0,93.3,2.41
"State House District 44 (2024), Colorado",66934,104,3554,1617,2,53007,6828,0.16,5.31,2.42,0.0,79.19,10.2
"State House District 44 (2024), Connecticut",19913,39,305,743,0,17478,856,0.2,1.53,3.73,0.0,87.77,4.3
"State House District 44 (2024), Florida",116087,37,8480,12042,276,44550,48827,0.03,7.3,10.37,0.24,38.38,42.06
"State House District 44 (2024), Georgia",47946,25,2495,4563,25,36040,3394,0.05,5.2,9.52,0.05,75.17,7.08
"State House District 44 (2024), Hawaii",18000,8,2161,619,6216,1981,1857,0.04,12.01,3.44,34.53,11.01,10.32
"State House District 44 (2024), Illinois",61662,21,11262,3373,1,32303,13349,0.03,18.26,5.47,0.0,52.39,21.65
"State House District 44 (2024), Indiana",52996,33,224,1366,0,49044,1378,0.06,0.42,2.58,0.0,92.54,2.6
"State House District 44 (2024), Iowa",23413,4,895,1183,1,19865,1065,0.02,3.82,5.05,0.0,84.85,4.55
"State House District 44 (2024), Kansas",18818,256,559,683,0,15279,1038,1.36,2.97,3.63,0.0,81.19,5.52
"State House District 44 (2024), Kentucky",32469,14,179,15224,0,14114,1514,0.04,0.55,46.89,0.0,43.47,4.66
"State House District 44 (2024), Louisiana",30720,42,65,18663,8,10670,607,0.14,0.21,60.75,0.03,34.73,1.98
"State House District 44 (2024), Maine",7461,26,25,58,0,6934,74,0.35,0.34,0.78,0.0,92.94,0.99
"State House District 44 (2024), Michigan",66039,230,1410,9037,8,49268,3257,0.35,2.14,13.68,0.01,74.6,4.93
"State House District 44 (2024), Mississippi",18001,2588,108,2907,1,12018,117,14.38,0.6,16.15,0.01,66.76,0.65
"State House District 44 (2024), Missouri",28512,7,320,907,2,25877,742,0.02,1.12,3.18,0.01,90.76,2.6
"State House District 44 (2024), Montana",9560,243,0,16,32,8670,346,2.54,0.0,0.17,0.33,90.69,3.62
"State House District 44 (2024), New Mexico",24918,654,238,396,0,14483,8835,2.62,0.96,1.59,0.0,58.12,35.46
"State House District 44 (2024), North Carolina",61266,652,1874,24810,281,25629,5454,1.06,3.06,40.5,0.46,41.83,8.9
"State House District 44 (2024), North Dakota",15562,29,251,495,1,14043,433,0.19,1.61,3.18,0.01,90.24,2.78
"State House District 44 (2024), Ohio",88454,40,2085,2672,16,78451,3281,0.05,2.36,3.02,0.02,88.69,3.71
"State House District 44 (2024), Oklahoma",33705,991,1124,1539,14,24447,2647,2.94,3.33,4.57,0.04,72.53,7.85
"State House District 44 (2024), Oregon",54801,293,2883,4885,802,37410,5536,0.53,5.26,8.91,1.46,68.27,10.1
"State House District 44 (2024), Pennsylvania",50900,6,1314,1503,9,45937,1118,0.01,2.58,2.95,0.02,90.25,2.2
"State House District 44 (2024), Rhode Island",11850,0,289,80,0,10921,348,0.0,2.44,0.68,0.0,92.16,2.94
"State House District 44 (2024), South Carolina",34886,27,1151,4035,0,26423,2419,0.08,3.3,11.57,0.0,75.74,6.93
"State House District 44 (2024), Tennessee",55935,86,482,2234,69,50491,1713,0.15,0.86,3.99,0.12,90.27,3.06
"State House District 44 (2024), Texas",145783,163,1940,11789,46,76418,51195,0.11,1.33,8.09,0.03,52.42,35.12
"State House District 44 (2024), Utah",29472,24,653,119,85,25769,2083,0.08,2.22,0.4,0.29,87.44,7.07
"State House District 44 (2024), Virginia",71175,54,310,1732,14,67458,941,0.08,0.44,2.43,0.02,94.78,1.32
"State House District 44 (2024), Wyoming",6962,11,168,132,1,4375,2016,0.16,2.41,1.9,0.01,62.84,28.96
"State House District 44A (2024), Minnesota",28398,161,5507,2398,0,18587,1014,0.57,19.39,8.44,0.0,65.45,3.57
"State House District 44B (2024), Minnesota",32011,201,3933,1979,14,23302,1808,0.63,12.29,6.18,0.04,72.79,5.65
"State House District 45 (2024), Alabama",35758,7,229,4205,40,29644,1080,0.02,0.64,11.76,0.11,82.9,3.02
"State House District 45 (2024), Arkansas",22600,46,217,268,26,19808,1545,0.2,0.96,1.19,0.12,87.65,6.84
"State House District 45 (2024), Colorado",70337,100,1741,556,114,58666,6926,0.14,2.48,0.79,0.16,83.41,9.85
"State House District 45 (2024), Connecticut",19263,212,294,232,44,17222,631,1.1,1.53,1.2,0.23,89.4,3.28
"State House District 45 (2024), Florida",119683,28,8538,9950,58,75513,23170,0.02,7.13,8.31,0.05,63.09,19.36
"State House District 45 (2024), Georgia",38831,7,3313,1734,18,30930,2218,0.02,8.53,4.47,0.05,79.65,5.71
"State House District 45 (2024), Hawaii",16932,76,2154,343,4665,2816,2097,0.45,12.72,2.03,27.55,16.63,12.38
"State House District 45 (2024), Illinois",76211,1,8000,2018,16,58425,6669,0.0,10.5,2.65,0.02,76.66,8.75
"State House District 45 (2024), Indiana",53465,38,81,851,1,50674,727,0.07,0.15,1.59,0.0,94.78,1.36
"State House District 45 (2024), Iowa",24617,15,113,329,0,23368,581,0.06,0.46,1.34,0.0,94.93,2.36
"State House District 45 (2024), Kansas",18112,38,503,854,0,14633,744,0.21,2.78,4.72,0.0,80.79,4.11
"State House District 45 (2024), Kentucky",30841,7,1311,699,1,27605,705,0.02,4.25,2.27,0.0,89.51,2.29
"State House District 45 (2024), Louisiana",35363,42,666,4768,2,27369,2062,0.12,1.88,13.48,0.01,77.39,5.83
"State House District 45 (2024), Maine",7424,40,12,7,0,7224,75,0.54,0.16,0.09,0.0,97.31,1.01
"State House District 45 (2024), Michigan",70040,116,173,1107,1,65609,1932,0.17,0.25,1.58,0.0,93.67,2.76
"State House District 45 (2024), Mississippi",17197,524,16,8386,2,7493,239,3.05,0.09,48.76,0.01,43.57,1.39
"State House District 45 (2024), Missouri",32510,1,753,2822,60,25965,1206,0.0,2.32,8.68,0.18,79.87,3.71
"State House District 45 (2024), Montana",8658,396,2,70,7,7536,398,4.57,0.02,0.81,0.08,87.04,4.6
"State House District 45 (2024), New Mexico",22247,381,453,164,0,9405,11566,1.71,2.04,0.74,0.0,42.28,51.99
"State House District 45 (2024), North Carolina",57197,737,1355,22367,105,23960,6796,1.29,2.37,39.11,0.18,41.89,11.88
"State House District 45 (2024), North Dakota",13589,101,120,203,6,12375,481,0.74,0.88,1.49,0.04,91.07,3.54
"State House District 45 (2024), Ohio",87830,38,4930,8460,24,68282,3471,0.04,5.61,9.63,0.03,77.74,3.95
"State House District 45 (2024), Oklahoma",31269,1275,748,1624,0,23646,1639,4.08,2.39,5.19,0.0,75.62,5.24
"State House District 45 (2024), Oregon",54839,261,3700,2767,258,41195,4332,0.48,6.75,5.05,0.47,75.12,7.9
"State House District 45 (2024), Pennsylvania",51761,60,519,4412,6,44895,912,0.12,1.0,8.52,0.01,86.74,1.76
"State House District 45 (2024), Rhode Island",11317,1,115,124,0,10515,418,0.01,1.02,1.1,0.0,92.91,3.69
"State House District 45 (2024), South Carolina",30826,36,215,8524,1,20746,778,0.12,0.7,27.65,0.0,67.3,2.52
"State House District 45 (2024), Tennessee",51462,42,570,4541,21,43839,1591,0.08,1.11,8.82,0.04,85.19,3.09
"State House District 45 (2024), Texas",162086,94,2667,7704,39,84978,62759,0.06,1.65,4.75,0.02,52.43,38.72
"State House District 45 (2024), Utah",29170,69,936,135,260,25413,1878,0.24,3.21,0.46,0.89,87.12,6.44
"State House District 45 (2024), Virginia",68294,123,171,2905,13,63365,853,0.18,0.25,4.25,0.02,92.78,1.25
"State House District 45 (2024), Wyoming",7843,73,118,38,32,6457,953,0.93,1.5,0.48,0.41,82.33,12.15
"State House District 45A (2024), Minnesota",31420,61,587,172,4,29499,565,0.19,1.87,0.55,0.01,93.89,1.8
"State House District 45B (2024), Minnesota",31814,51,876,690,0,28969,790,0.16,2.75,2.17,0.0,91.06,2.48
"State House District 46 (2024), Alabama",35730,35,959,3414,0,30187,633,0.1,2.68,9.55,0.0,84.49,1.77
"State House District 46 (2024), Arkansas",23371,84,276,291,1,21381,629,0.36,1.18,1.25,0.0,91.49,2.69
"State House District 46 (2024), Colorado",69217,374,522,1635,8,39986,25306,0.54,0.75,2.36,0.01,57.77,36.56
"State House District 46 (2024), Connecticut",16839,63,1238,1947,0,10223,2651,0.37,7.35,11.56,0.0,60.71,15.74
"State House District 46 (2024), Florida",114156,117,3836,16848,73,26852,63946,0.1,3.36,14.76,0.06,23.52,56.02
"State House District 46 (2024), Georgia",41008,6,2446,3131,0,31979,2554,0.01,5.96,7.64,0.0,77.98,6.23
"State House District 46 (2024), Hawaii",35091,47,9199,3015,1636,10800,5261,0.13,26.21,8.59,4.66,30.78,14.99
"State House District 46 (2024), Illinois",73837,13,11200,4934,0,41174,15347,0.02,15.17,6.68,0.0,55.76,20.78
